,Ticker,close,date,num of weeks,open,volume,Market Cap,rebound
0,PG,69.63,20080808,6,65.12,72124100,233121077971,1
1,MCC,7.92,20161111,4,7.58,1581857,289802803,1
2,MCC,7.92,20161111,26,7.58,1581857,289802803,0
3,KOF,147.61,20130809,7,148.88,307812,15963979200,1
4,KOF,76.42,20160902,26,76.88,457751,15963979200,0
5,KOF,32.64,20081107,2,32.52,965924,15963979200,1
6,KOF,32.64,20081107,2,32.52,965924,15963979200,1
7,KOF,41.92,20081219,11,36.71,972642,15963979200,1
8,CPG,7.91,20170922,4,7.32,5781516,4732037309,1
9,CPG,17.21,20160422,3,14.01,7488868,4732037309,1
10,CPG,12.52,20150904,2,11.47,7832715,4732037309,1
11,CPG,12.52,20150904,2,11.47,7832715,4732037309,1
12,CPG,15.54,20151009,13,12.86,5912436,4732037309,1
13,CPG,22.85,20150327,26,23.02,1474426,4732037309,0
14,CPG,33.03,20141031,26,33.99,652768,4732037309,0
15,CPG,40.19,20140815,26,40.54,461182,4732037309,0
16,CPG,19.04,20081212,1,16.37,114900,4732037309,1
17,CAF,28.35,20151224,17,27.44,567430,582484598,1
18,CAF,25.1,20081205,2,22.45,1135199,582484598,1
19,CAF,22.6799,20081128,6,20.7,746022,582484598,1
20,CAF,22.6799,20081128,6,20.7,746022,582484598,1
21,CAF,32.82,20150320,1,31.31,1364997,582484598,1
22,FFG,21.05,20100219,2,20.31,414800,1811419502,1
23,FFG,16.37,20090807,2,9.89,1037900,1811419502,1
24,FFG,3.39,20090313,1,2.55,1929100,1811419502,1
25,FFG,4.07,20090320,3,3.45,1331100,1811419502,1
26,FFG,11.37,20081128,1,8.82,321800,1811419502,1
27,FFG,22.95,20080829,8,21.33,233600,1811419502,1
28,FFG,19.84,20080627,26,22.4,1050400,1811419502,0
29,FFG,27.95,20080411,26,29.53,280100,1811419502,0
30,WGL,45.25,20130517,5,44.64,830700,4340316681,1
31,WGL,45.25,20130517,26,44.64,830700,4340316681,1
32,CMI,54.95,20100212,2,50.26,15189100,31464123958,1
33,CMI,53.67,20100108,5,46.35,12893400,31464123958,1
34,CMI,41.63,20090724,9,36.9,15088600,31464123958,1
35,CMI,22.52,20090313,1,18.97,16617100,31464123958,1
36,CMI,25.58,20081128,1,21.14,16413500,31464123958,1
37,CMI,29.24,20090102,8,24.99,8865600,31464123958,1
38,CMI,51.18,20080215,4,49.92,14315900,31464123958,1
39,KMF,17.12,20151113,26,18.97,972582,328088791,0
40,KMF,33.94,20150206,1,31.19,759990,328088791,1
41,KMF,33.94,20150206,1,31.19,759990,328088791,1
42,MUR,23.7,20160304,3,17.22,32900636,5984827236,1
43,MUR,30.42,20151009,2,26.44,26399569,5984827236,1
44,MUR,28.66,20151120,26,28.88,13696286,5984827236,0
45,MUR,51.77,20150213,2,50.98,12939408,5984827236,1
46,MUR,61.67,20140530,5,60.88,5798700,5984827236,1
47,MUR,61.53,20140801,26,67.56,8967700,5984827236,0
48,MUR,66.88,20110520,26,66.15,11261100,5984827236,0
49,MUR,60.4,20100409,9,57.9,11448200,5984827236,1
50,MUR,60.4,20091106,1,61.49,13332800,5984827236,1
51,MUR,50.75,20100205,26,51.5,10153800,5984827236,0
52,MUR,23.35,20151224,1,21.73,14458860,5984827236,1
53,SRF,14.99,20150918,1,16.19,105137,24650890,1
54,SRF,16.32,20151016,26,16.83,131617,24650890,0
55,SRF,19.92,20140725,26,20.1801,272492,24650890,0
56,PNR,74.33,20140131,1,72.75,9270200,13427311091,1
57,PNR,36.08,20100401,8,34.73,2588600,13427311091,1
58,PNR,30.7,20091106,1,29.31,4563800,13427311091,1
59,PNR,24.86,20081128,1,20.09,3622100,13427311091,1
60,PNR,37.33,20080815,5,36.2,2879200,13427311091,1
61,PNR,74.33,20140131,1,72.75,9270200,13427311091,1
62,FHN,10.99,20110506,26,11.0,15799200,6558138314,0
63,FHN,10.69,20081128,1,9.08,16167800,6558138314,1
64,FHN,11.54,20081017,1,9.51,44696100,6558138314,1
65,FHN,10.69,20081128,26,9.08,16167800,6558138314,0
66,FHN,10.69,20081128,1,9.08,16167800,6558138314,1
67,JDD,7.33,20081017,1,6.7,495494,243615453,1
68,ALDW,9.68,20170210,2,9.77,398512,1172424900,1
69,ALDW,11.25,20160826,13,10.44,725795,1172424900,1
70,ALDW,10.0,20160429,26,10.56,1215049,1172424900,0
71,ALDW,24.23,20150814,7,24.1,1711559,1172424900,1
72,ALDW,14.6,20150109,4,13.75,1480984,1172424900,1
73,ALDW,19.42,20150612,6,19.15,325280,1172424900,1
74,ALDW,15.71,20131018,3,12.76,2477752,1172424900,1
75,ALDW,16.83,20140711,26,18.0,827427,1172424900,0
76,ALDW,26.46,20130208,3,23.53,2178767,1172424900,1
77,ALDW,21.73,20121214,2,21.39,922626,1172424900,1
78,DQ,27.6,20170804,2,24.98,616370,665329217,1
79,DQ,23.75,20170721,5,21.45,431127,665329217,1
80,DQ,23.28,20170120,3,21.41,247439,665329217,1
81,DQ,22.97,20160415,3,19.48,920558,665329217,1
82,DQ,15.28,20160129,2,13.08,285789,665329217,1
83,DQ,14.13,20150828,1,11.44,572439,665329217,1
84,DQ,14.13,20150828,1,11.44,572439,665329217,1
85,DQ,15.4,20150925,26,15.11,635891,665329217,0
86,DQ,22.37,20150227,5,21.05,469258,665329217,1
87,DQ,22.37,20150227,5,21.05,469258,665329217,1
88,DQ,33.13,20140815,3,27.0,754286,665329217,1
89,DQ,33.13,20140815,3,27.0,754286,665329217,1
90,DQ,27.0,20140530,2,23.9,681603,665329217,1
91,DQ,27.0,20140530,2,23.9,681603,665329217,1
92,DQ,38.5,20131220,1,32.54,265065,665329217,1
93,DQ,10.18,20130823,2,9.4,101748,665329217,1
94,DQ,5.76,20130510,2,5.12,211079,665329217,1
95,DQ,4.93,20130426,1,4.14,272055,665329217,1
96,DQ,1.0,20121214,2,0.7973,1000613,665329217,1
97,DQ,1.0,20121214,4,0.7973,1000613,665329217,1
98,DQ,0.98,20120810,5,0.92,123403,665329217,1
99,DQ,2.05,20120106,1,1.77,598740,665329217,1
100,DQ,1.81,20120504,26,1.85,213576,665329217,0
101,DQ,1.7,20111223,26,1.53,1041014,665329217,0
102,DQ,13.25,20110107,3,10.34,2783709,665329217,1
103,DQ,13.25,20110107,3,10.34,2783709,665329217,1
104,HTGC,12.9,20161104,6,13.81,1728752,1108422245,1
105,HTGC,9.84,20091106,2,9.49,834200,1108422245,1
106,HTGC,6.45,20081128,1,5.05,1085700,1108422245,1
107,HTGC,9.94,20080801,3,9.64,954400,1108422245,1
108,EVT,14.49,20091106,1,14.19,1284534,1746604882,1
109,EVT,10.07,20081128,1,8.7,1582619,1746604882,1
110,EVT,8.3,20090227,26,8.74,1896987,1746604882,0
111,FRA,10.74,20081017,1,10.2,802503,530562954,1
112,FRA,13.65,20091120,7,13.37,408829,530562954,1
113,TK,8.39,20161216,1,8.95,5182387,945349208,1
114,TK,7.27,20160819,2,6.39,9929163,945349208,1
115,TK,7.58,20160219,1,6.13,11738540,945349208,1
116,TK,7.58,20160219,1,6.13,11738540,945349208,1
117,TK,10.4,20160415,24,9.12,8151412,945349208,1
118,TK,49.42,20150410,10,46.63,3376365,945349208,1
119,TK,67.12,20141003,8,57.62,8625551,945349208,1
120,TK,55.79,20140411,2,55.71,1466800,945349208,1
121,TK,32.62,20120316,10,29.05,5713700,945349208,1
122,TK,29.03,20100618,4,27.85,2532800,945349208,1
123,TK,25.14,20100226,3,24.63,2423100,945349208,1
124,TK,21.29,20090918,6,20.14,2802100,945349208,1
125,TK,16.98,20090508,4,15.9,5084500,945349208,1
126,TK,13.96,20090313,1,11.8,4297000,945349208,1
127,TK,16.39,20081128,1,12.53,2970800,945349208,1
128,TK,16.39,20081128,1,12.53,2970800,945349208,1
129,TK,12.05,20081121,26,13.65,4377000,945349208,0
130,RAD,2.63,20170915,4,2.5,134428555,2444597543,1
131,RAD,1.74,20171013,26,1.98,197674339,2444597543,0
132,RAD,4.11,20170505,26,4.0,72075383,2444597543,0
133,RAD,7.67,20161118,2,7.23,86350681,2444597543,1
134,RAD,8.05,20150320,3,7.51,208388798,2444597543,1
135,RAD,6.64,20140321,4,6.92,67265300,2444597543,1
136,RAD,2.86,20130621,1,3.14,167631200,2444597543,1
137,RAD,1.33,20111111,3,1.1,62205400,2444597543,1
138,RAD,1.09,20111021,2,1.03,36786300,2444597543,1
139,RAD,1.04,20110114,2,0.9691,19348900,2444597543,1
140,RAD,1.54,20091218,3,1.28,51816400,2444597543,1
141,RAD,1.54,20091218,3,1.28,51816400,2444597543,1
142,RAD,1.04,20090515,3,0.9,53419800,2444597543,1
143,RAD,0.38,20090320,2,0.25,17013400,2444597543,1
144,RAD,0.38,20090320,11,0.25,17013400,2444597543,1
145,RAD,3.24,20080201,2,2.31,56436500,2444597543,1
146,RAD,3.24,20080201,2,2.31,56436500,2444597543,1
147,RAD,3.24,20080201,2,2.31,56436500,2444597543,1
148,CBD,16.55,20161230,4,16.23,2195449,6245430668,1
149,CBD,13.32,20160624,4,13.4,3169833,6245430668,1
150,CBD,12.28,20160304,5,10.54,7258191,6245430668,1
151,CBD,15.59,20151009,2,13.22,5191673,6245430668,1
152,CBD,14.03,20151106,26,13.19,4369661,6245430668,0
153,CBD,26.81,20150529,26,28.44,2587724,6245430668,0
154,CBD,47.39,20110701,14,41.54,25952526,6245430668,1
155,CBD,29.93,20081031,1,21.91,1891906,6245430668,1
156,CBD,36.57,20110204,1,37.96,4823428,6245430668,1
157,MPV,11.5,20081017,1,8.25,122200,152952710,1
158,MPV,12.15,20080801,2,11.28,37500,152952710,1
159,MPV,11.01,20081024,26,11.86,57100,152952710,0
160,MPV,13.5,20080620,26,13.49,27800,152952710,0
161,MATX,52.82,20151106,3,45.9,2485009,1314185560,1
162,MATX,51.83,20120427,13,50.8,3437100,1314185560,1
163,MATX,32.98,20090911,8,29.85,1611600,1314185560,1
164,MATX,24.91,20090501,1,25.53,6903200,1314185560,1
165,MATX,26.5,20090605,26,25.0,2255500,1314185560,0
166,LC,6.14,20161111,1,5.98,84571831,1684371128,1
167,LC,6.14,20161111,2,5.98,84571831,1684371128,1
168,LC,5.4,20160812,9,4.78,92624875,1684371128,1
169,LC,4.81,20160527,2,4.3,111238318,1684371128,1
170,LC,8.88,20160219,2,7.18,40959232,1684371128,1
171,LC,14.7,20151009,5,13.32,18989330,1684371128,1
172,LC,12.47,20151127,26,12.63,12433225,1684371128,0
173,LC,19.21,20150529,3,18.63,11531282,1684371128,1
174,LC,21.95,20150213,2,20.39,8002607,1684371128,1
175,MTN,41.03,20111014,8,40.0,1257700,9378091398,1
176,MTN,46.48,20111028,11,43.62,1539700,9378091398,1
177,MTN,39.56,20100312,5,36.8,2325900,9378091398,1
178,MTN,39.56,20100312,5,36.8,2325900,9378091398,1
179,MTN,30.0,20090605,2,27.99,3196900,9378091398,1
180,MTN,21.75,20081128,1,17.0,1100700,9378091398,1
181,MTN,21.75,20081128,1,17.0,1100700,9378091398,1
182,MTN,30.0,20081003,26,36.02,2726800,9378091398,0
183,WU,19.11,20120914,15,18.15,24187400,9438459169,1
184,WU,18.25,20100430,9,17.87,82990700,9438459169,1
185,WU,18.07,20090807,1,17.66,26118200,9438459169,1
186,FCAU,7.74,20160304,3,6.86,30951060,47079447800,1
187,FCAU,15.67,20151009,2,14.0,29309745,47079447800,1
188,FCAU,12.71,20141128,3,12.6,4159143,47079447800,1
189,FCAU,11.46,20141031,3,9.34,30420315,47079447800,1
190,FCAU,7.56,20131108,1,7.75,500,47079447800,1
191,FCAU,5.5,20120120,8,4.9,200,47079447800,1
192,FCAU,10.8,20110429,6,10.1,700,47079447800,1
193,IX,74.66,20151016,6,72.44,165091,25233642988,1
194,IX,50.5599,20121123,2,51.37,44400,25233642988,1
195,IX,19.45,20090403,1,17.74,219800,25233642988,1
196,IX,24.71,20090417,5,24.41,230300,25233642988,1
197,IX,32.12,20090612,26,28.37,143100,25233642988,0
198,IX,69.13,20080912,1,62.57,153100,25233642988,1
199,IX,81.03,20080404,3,67.87,169300,25233642988,1
200,PAGP,31.79,20170210,1,34.49,6154618,3586168350,1
201,PAGP,9.89,20151224,1,7.42,30509020,3586168350,1
202,PAGP,31.79,20170210,18,34.49,6154618,3586168350,1
203,PAGP,10.67,20151120,26,11.67,19433261,3586168350,0
204,PAGP,26.76,20170714,1,26.5,4577000,3586168350,1
205,FSM,5.11,20170623,7,4.68,8499119,779028477,1
206,FSM,6.3,20170106,2,5.73,7474500,779028477,1
207,FSM,7.61,20160701,2,6.34,6485800,779028477,1
208,FSM,4.27,20160408,2,3.89,2194400,779028477,1
209,FSM,2.7,20151009,4,2.4,2472400,779028477,1
210,FSM,2.45,20151211,26,2.6,1068800,779028477,0
211,FSM,3.93,20150515,4,3.79,2820200,779028477,1
212,FSM,4.43,20141114,2,3.83,2268500,779028477,1
213,FSM,4.46,20141010,1,3.75,1502500,779028477,1
214,FSM,2.98,20140110,3,2.91,663100,779028477,1
215,FSM,3.71,20130726,5,3.6,1125000,779028477,1
216,FSM,3.17,20130531,2,2.91,1583200,779028477,1
217,FSM,3.54,20130607,7,3.25,1391700,779028477,1
218,FSM,2.96,20130419,26,3.32,3142100,779028477,0
219,FSM,4.73,20120824,3,4.29,1439600,779028477,1
220,FSM,4.11,20120810,6,3.83,1005500,779028477,1
221,FSM,4.11,20120810,6,3.83,1005500,779028477,1
222,FSM,6.49,20111028,4,5.5,941400,779028477,1
223,FSM,5.8918,20110708,3,5.39,404800,779028477,1
224,FSM,5.8918,20110708,4,5.39,404800,779028477,1
225,FSM,4.9,20110218,3,4.3003,563200,779028477,1
226,FSM,4.34,20101203,5,4.0255,844700,779028477,1
227,FSM,2.26,20100618,4,1.992,654500,779028477,1
228,FSM,2.7,20100108,1,2.052,1212100,779028477,1
229,FSM,2.7,20100108,4,2.052,1212100,779028477,1
230,FSM,1.0346,20090821,2,0.9452,296100,779028477,1
231,FSM,0.6415,20090102,2,0.503,260200,779028477,1
232,FSM,0.62,20081107,1,0.422,1444300,779028477,1
233,FSM,0.62,20081107,1,0.422,1444300,779028477,1
234,FSM,2.3285,20080411,1,2.095,120500,779028477,1
235,FSM,2.066,20080425,26,2.207,150600,779028477,0
236,TECK,23.52,20170407,4,22.7,30919761,16570219977,1
237,TECK,20.5,20161021,2,19.26,52839725,16570219977,1
238,TECK,15.93,20160729,1,13.45,46839056,16570219977,1
239,TECK,3.72,20160122,1,3.26,45456964,16570219977,1
240,TECK,3.72,20160122,1,3.26,45456964,16570219977,1
241,TECK,4.07,20151224,1,3.39,26130799,16570219977,1
242,TECK,6.48,20151016,26,7.6,38310873,16570219977,0
243,TECK,13.25,20141219,1,11.21,30630624,16570219977,1
244,TECK,10.92,20150619,26,11.18,23797669,16570219977,0
245,TECK,15.37,20150213,26,14.58,22516977,16570219977,0
246,TECK,22.4,20140627,26,22.64,10636007,16570219977,0
247,TECK,36.37,20111014,2,33.65,22435635,16570219977,1
248,TECK,42.89,20120127,26,42.18,13839957,16570219977,0
249,TECK,35.54,20111223,26,33.99,12662256,16570219977,0
250,TECK,55.08,20110218,4,59.47,18708275,16570219977,1
251,TECK,38.32,20100219,2,37.14,23106424,16570219977,1
252,TECK,31.36,20091009,5,26.41,36659748,16570219977,1
253,TECK,21.06,20090717,1,15.52,47775976,16570219977,1
254,TECK,3.93,20090313,1,2.93,22416467,16570219977,1
255,TECK,4.43,20081212,1,3.42,28788867,16570219977,1
256,TECK,4.43,20081212,26,3.42,28788867,16570219977,0
257,TECK,8.75,20090417,26,8.48,49134422,16570219977,0
258,BKK,10.814,20081017,1,9.5,143271,309215676,1
259,BKK,13.13,20080926,26,12.91,121173,309215676,0
260,EXG,12.52,20091120,9,13.28,5874114,2960317658,1
261,EXG,8.98,20081128,1,7.5,4770743,2960317658,1
262,EXG,12.52,20091120,26,13.28,5874114,2960317658,1
263,EXG,9.33,20081024,26,10.1,5594767,2960317658,0
264,ROK,89.38,20110218,9,87.82,7817200,26182996467,1
265,ROK,44.1,20091120,2,43.88,6259000,26182996467,1
266,ROK,49.29,20080815,5,46.87,6044300,26182996467,1
267,ROK,62.47,20110805,1,73.12,16012500,26182996467,1
268,NUE,45.89,20090206,2,40.14,38665200,21933071339,1
269,NUE,35.68,20081128,1,29.7,27998500,21933071339,1
270,NUE,43.83,20090213,26,46.86,29907200,21933071339,0
271,NUE,32.73,20081114,26,36.61,36193900,21933071339,0
272,NUE,59.58,20080201,2,54.94,24011700,21933071339,1
273,NUE,59.58,20080201,2,54.94,24011700,21933071339,1
274,FDX,90.28,20110325,1,90.37,10880100,73372288843,1
275,FDX,65.37,20081031,1,56.45,19494500,73372288843,1
276,FDX,73.71,20081205,7,69.5,15817900,73372288843,1
277,FDX,80.48,20110812,1,80.34,23151000,73372288843,1
278,IT,38.33,20110218,1,37.94,10883400,12550691730,1
279,IT,38.33,20110218,17,37.94,10883400,12550691730,1
280,IT,23.7,20080801,4,22.58,3743600,12550691730,1
281,ABEV,90.34,20100618,12,86.93,19400,106829505398,1
282,ABEV,39.5,20081017,1,38.1,23100,106829505398,1
283,ABEV,79.77,20100212,1,78.74,21300,106829505398,1
284,AWF,7.16,20081128,1,5.96,983552,1086493930,1
285,AWF,8.34,20081017,1,7.2,2169671,1086493930,1
286,AWF,12.68,20091113,26,12.66,1023274,1086493930,0
287,EME,57.01,20160826,1,56.52,1943520,4860372019,1
288,EME,28.75,20100423,11,26.16,3786600,4860372019,1
289,EME,15.77,20081128,1,12.57,3646600,4860372019,1
290,EME,15.77,20081128,1,12.57,3646600,4860372019,1
291,EME,21.1,20081212,5,17.79,7957500,4860372019,1
292,PQ,2.05,20170714,3,1.83,252032,40417940,1
293,PQ,2.29,20170929,26,2.11,508040,40417940,0
294,PQ,3.85,20161125,1,3.36,394788,40417940,1
295,PQ,2.96,20160902,1,2.4,3870641,40417940,1
296,PQ,2.36,20160826,2,1.9,4057882,40417940,1
297,PQ,2.1,20160520,2,0.821,1541115,40417940,1
298,PQ,0.44,20160122,1,0.35,723226,40417940,1
299,PQ,0.46,20151224,1,0.38,7581748,40417940,1
300,PQ,0.46,20151224,1,0.38,7581748,40417940,1
301,PQ,1.44,20150828,1,1.1,1226071,40417940,1
302,PQ,2.38,20150402,3,2.25,2607091,40417940,1
303,PQ,1.72,20150710,26,1.81,3739121,40417940,0
304,PQ,3.72,20150102,26,3.78,2228267,40417940,0
305,PQ,4.75,20130315,2,4.24,2402300,40417940,1
306,PQ,4.75,20130315,3,4.24,2402300,40417940,1
307,PQ,6.5,20120817,4,6.26,2361400,40417940,1
308,PQ,5.44,20120713,8,5.17,2677900,40417940,1
309,PQ,6.73,20111014,2,5.83,5334900,40417940,1
310,PQ,6.73,20111014,2,5.83,5334900,40417940,1
311,PQ,7.43,20110715,3,7.01,4396800,40417940,1
312,PQ,7.43,20110715,3,7.01,4396800,40417940,1
313,PQ,8.49,20110211,3,7.84,5622300,40417940,1
314,PQ,7.4,20100611,5,6.53,7047600,40417940,1
315,PQ,5.72,20100409,3,5.28,6973700,40417940,1
316,PQ,6.37,20100305,3,5.44,8002900,40417940,1
317,PQ,6.33,20091218,2,5.72,7443700,40417940,1
318,PQ,3.23,20090717,1,2.8,5220300,40417940,1
319,PQ,2.83,20090327,1,2.34,10733600,40417940,1
320,PQ,2.09,20090313,1,1.77,38899000,40417940,1
321,PQ,5.71,20081212,1,4.82,7734200,40417940,1
322,PQ,7.01,20081128,1,5.43,3118100,40417940,1
323,PQ,8.11,20081024,26,9.92,5700200,40417940,0
324,PQ,9.34,20081017,1,7.82,10219500,40417940,1
325,MGF,7.21,20081128,10,7.0,457850,152899239,1
326,KEY,9.45,20110204,4,8.84,58428300,22867706760,1
327,KEY,6.5,20100108,1,5.66,85416100,22867706760,1
328,KEY,6.78,20090807,2,6.0,208675000,22867706760,1
329,KEY,6.12,20090612,2,5.37,130103900,22867706760,1
330,KEY,7.7,20090313,1,5.27,71007300,22867706760,1
331,KEY,7.01,20090227,1,6.2,97786300,22867706760,1
332,KEY,9.38,20081128,1,7.0,32506300,22867706760,1
333,KEY,12.97,20080905,9,12.55,36873300,22867706760,1
334,KEY,24.68,20080418,6,23.34,28816400,22867706760,1
335,BAH,36.34,20161216,2,37.48,9481187,5777072312,1
336,BAH,26.04,20141121,3,26.39,2287850,5777072312,1
337,BAH,26.04,20141121,13,26.39,2287850,5777072312,1
338,PLNT,18.71,20160610,9,17.91,1454142,3318779834,1
339,UNVR,29.33,20170210,3,29.13,5112431,4367264448,1
340,UNVR,19.94,20151106,5,17.67,2347697,4367264448,1
341,UNVR,26.49,20150626,1,27.35,2573197,4367264448,1
342,EDD,8.6,20081128,1,7.5,1327851,543718980,1
343,EDD,9.86,20081017,1,8.11,2958883,543718980,1
344,EDD,9.7,20081031,26,7.88,1647634,543718980,0
345,JCI,43.73,20170127,1,42.7,24629366,36277052470,1
346,JCI,41.97,20170505,1,41.77,22028031,36277052470,1
347,FTI,43.34,20150501,7,40.76,17710568,16082204348,1
348,FTI,61.5,20140620,13,59.05,7837500,16082204348,1
349,FTI,46.16,20110722,4,44.01,7590300,16082204348,1
350,FTI,52.89,20130426,18,49.58,12463700,16082204348,1
351,FTI,88.86,20101203,3,83.25,5172700,16082204348,1
352,FTI,66.05,20100401,6,62.15,7596200,16082204348,1
353,FTI,54.9,20091204,1,53.51,7399500,16082204348,1
354,FTI,77.85,20080509,4,68.26,11518700,16082204348,1
355,KND,9.7,20170421,1,7.75,10021155,726015304,1
356,KND,7.75,20161209,1,6.7,5585600,726015304,1
357,KND,7.75,20161209,4,6.7,5585600,726015304,1
358,KND,10.95,20160226,2,9.01,8565491,726015304,1
359,KND,11.51,20160304,6,10.82,9191723,726015304,1
360,KND,9.66,20160129,26,9.62,3395657,726015304,0
361,KND,19.15,20150918,26,19.67,2525969,726015304,0
362,KND,9.61,20120427,1,7.88,7668800,726015304,1
363,KND,9.61,20120427,2,7.88,7668800,726015304,1
364,KND,24.21,20110401,4,23.22,2878800,726015304,1
365,KND,24.21,20110401,9,23.22,2878800,726015304,1
366,KND,15.06,20090320,2,14.48,1795100,726015304,1
367,KND,11.9,20081205,2,10.4,3995300,726015304,1
368,KND,11.9,20081205,2,10.4,3995300,726015304,1
369,KND,12.52,20151120,26,11.75,5050998,726015304,0
370,WLKP,22.63,20150605,3,21.77,393891,792974358,1
371,WLKP,28.76,20150424,13,28.56,263849,792974358,1
372,AER,45.79,20150710,5,45.19,12176200,8611865515,1
373,AER,45.79,20150710,8,45.19,12176200,8611865515,1
374,AER,14.83,20110218,2,14.92,984600,8611865515,1
375,AER,9.51,20100226,3,8.24,2359400,8611865515,1
376,AER,3.68,20090409,1,2.89,1883000,8611865515,1
377,AER,2.8,20090313,1,2.12,2157600,8611865515,1
378,AER,4.63,20081128,1,2.27,2093300,8611865515,1
379,AER,2.92,20090320,26,2.82,2061700,8611865515,0
380,AER,18.86,20080201,2,15.94,5093500,8611865515,1
381,AER,18.86,20080201,2,15.94,5093500,8611865515,1
382,SOR,71.48,20150918,1,70.16,90989,363479682,1
383,SOR,56.0,20110204,1,54.19,36266,363479682,1
384,SOR,56.0,20110204,4,54.19,36266,363479682,1
385,AN,62.21,20150710,3,62.7,3671691,5478276851,1
386,AN,37.74,20111014,2,35.09,3266400,5478276851,1
387,AN,34.52,20110325,3,33.62,3964800,5478276851,1
388,AN,10.64,20090102,1,8.65,6267600,5478276851,1
389,AN,6.87,20081031,1,4.47,15042700,5478276851,1
390,AN,9.75,20080725,2,8.21,46482400,5478276851,1
391,UAN,3.7,20170714,26,3.44,1022505,430475297,0
392,UAN,5.04,20161118,2,4.71,1423722,430475297,1
393,UAN,6.23,20161223,18,5.56,2365368,430475297,1
394,UAN,6.92,20160226,2,6.62,1505017,430475297,1
395,UAN,6.92,20160226,4,6.62,1505017,430475297,1
396,UAN,8.01,20151231,26,8.02,977497,430475297,0
397,UAN,13.79,20150220,2,11.85,1666294,430475297,1
398,UAN,21.01,20140307,4,19.64,1356548,430475297,1
399,UAN,27.63,20120106,6,25.1,2160340,430475297,1
400,UAN,25.08,20111021,2,24.45,1158260,430475297,1
401,UAN,21.22,20110610,8,20.4,1614729,430475297,1
402,TTM,38.04,20170113,6,36.39,6621060,22331114302,1
403,TTM,38.27,20160819,1,38.72,5761528,22331114302,1
404,TTM,27.43,20151009,2,24.1,10563240,22331114302,1
405,TTM,48.34,20150213,2,46.0,5311629,22331114302,1
406,TTM,19.05,20120106,3,17.82,8467197,22331114302,1
407,TTM,27.16,20101015,4,27.1,5674925,22331114302,1
408,TTM,19.87,20100806,9,19.11,3431833,22331114302,1
409,TTM,15.72,20091218,5,15.49,5694157,22331114302,1
410,TTM,10.55,20090731,1,10.39,10213354,22331114302,1
411,TTM,4.55,20081128,1,4.09,5267386,22331114302,1
412,TTM,4.01,20090123,26,4.39,2566251,22331114302,0
413,TTM,48.34,20150213,1,46.0,5311629,22331114302,1
414,RQI,10.73,20130125,12,10.54,1375926,1291379386,1
415,RQI,7.11,20100319,4,6.83,3821049,1291379386,1
416,RQI,4.47,20090605,6,4.0,1292688,1291379386,1
417,RQI,2.09,20090313,1,1.64,1081788,1291379386,1
418,RQI,2.09,20090313,1,1.64,1081788,1291379386,1
419,RQI,3.47,20081128,1,2.49,1325806,1291379386,1
420,RQI,4.6,20081114,26,6.61,952448,1291379386,0
421,ENB,34.6,20081031,3,29.76,3550502,66878801724,1
422,ENB,56.76,20101203,7,55.53,1296159,66878801724,1
423,NL,8.0,20170421,3,7.05,327009,679572632,1
424,NL,6.5,20170317,5,6.05,388205,679572632,1
425,NL,3.76,20160826,2,3.05,230970,679572632,1
426,NL,3.08,20160715,1,2.48,171304,679572632,1
427,NL,2.52,20160401,1,2.18,85898,679572632,1
428,NL,2.85,20160304,5,2.44,245181,679572632,1
429,NL,2.85,20160304,5,2.44,245181,679572632,1
430,NL,3.07,20160429,26,2.905,158043,679572632,1
431,NL,4.03,20151106,6,3.48,76313,679572632,1
432,NL,6.68,20150724,26,7.2,95286,679572632,0
433,NL,7.8,20141107,4,7.26,61433,679572632,1
434,NL,7.8,20141107,4,7.26,61433,679572632,1
435,NL,6.86,20141024,26,6.71,53335,679572632,0
436,NL,11.23,20140228,26,11.41,78700,679572632,0
437,NL,11.65,20121228,6,11.36,101200,679572632,1
438,NL,14.72,20111014,8,13.41,237000,679572632,1
439,NL,16.02,20110506,13,14.25,575000,679572632,1
440,NL,8.17,20100723,4,6.97,275000,679572632,1
441,NL,8.17,20100723,8,6.97,275000,679572632,1
442,NL,8.72,20100305,17,7.29,265100,679572632,1
443,NL,11.62,20090403,5,9.7,125300,679572632,1
444,NL,11.0,20081010,5,10.13,651800,679572632,1
445,NL,11.83,20080404,10,10.9,245800,679572632,1
446,NL,11.23,20080201,2,9.83,412900,679572632,1
447,NI,42.45,20150102,3,44.03,7166817,8066208947,1
448,NI,42.45,20150102,23,44.03,7166817,8066208947,1
449,NI,42.45,20150102,25,44.03,7166817,8066208947,1
450,GGB,3.34,20161021,3,2.93,41555867,7469338504,1
451,GGB,2.18,20160722,2,2.07,30715745,7469338504,1
452,GGB,1.93,20160401,2,1.65,62255176,7469338504,1
453,GGB,1.07,20160205,2,0.9099,23982142,7469338504,1
454,GGB,1.07,20160205,2,0.9099,23982142,7469338504,1
455,GGB,1.72,20150911,2,1.65,17212081,7469338504,1
456,GGB,1.38,20151113,26,1.48,26933142,7469338504,0
457,GGB,3.53,20150206,26,3.41,28422954,7469338504,0
458,GGB,6.09,20140703,26,5.91,28943061,7469338504,0
459,GGB,13.99,20101231,5,13.74,19313962,7469338504,1
460,GGB,14.75,20110218,13,13.82,44575104,7469338504,1
461,GGB,15.02,20091009,5,13.76,33445444,7469338504,1
